id	Toxin	Value	Unit
2883f129-e935-11e8-b5a3-a3f515eccf40	quantity	210	number per litre
2883f12a-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2883f12b-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2883f12c-e935-11e8-b5a3-a3f515eccf40	quantity	1030	number per litre
2884b4ae-e935-11e8-b5a3-a3f515eccf40	quantity	20	number per litre
2884b4af-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2884b4b0-e935-11e8-b5a3-a3f515eccf40	quantity	40	number per litre
2884b4b1-e935-11e8-b5a3-a3f515eccf40	quantity	9140	number per litre
2884b4b2-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2884b4b3-e935-11e8-b5a3-a3f515eccf40	quantity	30	number per litre
2884b4b4-e935-11e8-b5a3-a3f515eccf40	quantity	140	number per litre
2884b4b5-e935-11e8-b5a3-a3f515eccf40	quantity	20	number per litre
2884b4b6-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2884b4b7-e935-11e8-b5a3-a3f515eccf40	quantity	40	number per litre
2884b4b8-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
288577f4-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
288577f5-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
288577f6-e935-11e8-b5a3-a3f515eccf40	quantity	1530	number per litre
288577f7-e935-11e8-b5a3-a3f515eccf40	quantity	20	number per litre
288577f8-e935-11e8-b5a3-a3f515eccf40	quantity	810	number per litre
288577f9-e935-11e8-b5a3-a3f515eccf40	quantity	30	number per litre
288577fa-e935-11e8-b5a3-a3f515eccf40	quantity	30	number per litre
288577fb-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288577fc-e935-11e8-b5a3-a3f515eccf40	quantity	40	number per litre
288577fd-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
288577fe-e935-11e8-b5a3-a3f515eccf40	quantity	20	number per litre
28863afe-e935-11e8-b5a3-a3f515eccf40	quantity	640	number per litre
28863aff-e935-11e8-b5a3-a3f515eccf40	quantity	180	number per litre
28863b00-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
28863b01-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
28863b02-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
28863b03-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
28863b04-e935-11e8-b5a3-a3f515eccf40	quantity	20	number per litre
28863b05-e935-11e8-b5a3-a3f515eccf40	quantity	30	number per litre
28863b06-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
28863b07-e935-11e8-b5a3-a3f515eccf40	quantity	40	number per litre
28863b08-e935-11e8-b5a3-a3f515eccf40	quantity	370	number per litre
2886fe4e-e935-11e8-b5a3-a3f515eccf40	quantity	170	number per litre
2886fe4f-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2886fe50-e935-11e8-b5a3-a3f515eccf40	quantity	20	number per litre
2886fe51-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2886fe52-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2886fe53-e935-11e8-b5a3-a3f515eccf40	quantity	300	number per litre
2886fe54-e935-11e8-b5a3-a3f515eccf40	quantity	60	number per litre
2886fe55-e935-11e8-b5a3-a3f515eccf40	quantity	10	number per litre
2886fe56-e935-11e8-b5a3-a3f515eccf40	quantity	1158	number per litre
2886fe57-e935-11e8-b5a3-a3f515eccf40	quantity	278	number per litre
2886fe58-e935-11e8-b5a3-a3f515eccf40	quantity	286	number per litre
2887c19e-e935-11e8-b5a3-a3f515eccf40	quantity	1273	number per litre
2887c19f-e935-11e8-b5a3-a3f515eccf40	quantity	381	number per litre
2887c1a0-e935-11e8-b5a3-a3f515eccf40	quantity	250	number per litre
2887c1a1-e935-11e8-b5a3-a3f515eccf40	quantity	143	number per litre
2887c1a2-e935-11e8-b5a3-a3f515eccf40	quantity	300	number per litre
2887c1a3-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2887c1a4-e935-11e8-b5a3-a3f515eccf40	quantity	111	number per litre
2887c1a5-e935-11e8-b5a3-a3f515eccf40	quantity	1368	number per litre
2887c1a6-e935-11e8-b5a3-a3f515eccf40	quantity	545	number per litre
2887c1a7-e935-11e8-b5a3-a3f515eccf40	quantity	938	number per litre
2887c1a8-e935-11e8-b5a3-a3f515eccf40	quantity	105	number per litre
288884c6-e935-11e8-b5a3-a3f515eccf40	quantity	250	number per litre
288884c7-e935-11e8-b5a3-a3f515eccf40	quantity	8700	number per litre
288884c9-e935-11e8-b5a3-a3f515eccf40	quantity	56	number per litre
288884ca-e935-11e8-b5a3-a3f515eccf40	quantity	1053	number per litre
288884cb-e935-11e8-b5a3-a3f515eccf40	quantity	111	number per litre
288884cc-e935-11e8-b5a3-a3f515eccf40	quantity	375	number per litre
288884cd-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
288884ce-e935-11e8-b5a3-a3f515eccf40	quantity	250	number per litre
288884cf-e935-11e8-b5a3-a3f515eccf40	quantity	500	number per litre
288884d0-e935-11e8-b5a3-a3f515eccf40	quantity	100	number per litre
288947f8-e935-11e8-b5a3-a3f515eccf40	quantity	368	number per litre
288947f9-e935-11e8-b5a3-a3f515eccf40	quantity	158	number per litre
288947fa-e935-11e8-b5a3-a3f515eccf40	quantity	91	number per litre
288947fb-e935-11e8-b5a3-a3f515eccf40	quantity	111	number per litre
288947fc-e935-11e8-b5a3-a3f515eccf40	quantity	278	number per litre
288947fd-e935-11e8-b5a3-a3f515eccf40	quantity	188	number per litre
288947fe-e935-11e8-b5a3-a3f515eccf40	quantity	100	number per litre
288947ff-e935-11e8-b5a3-a3f515eccf40	quantity	3545	number per litre
28894802-e935-11e8-b5a3-a3f515eccf40	quantity	158000	number per litre
288a0b0c-e935-11e8-b5a3-a3f515eccf40	quantity	50000	number per litre
288a0b0d-e935-11e8-b5a3-a3f515eccf40	quantity	124000	number per litre
288a0b0e-e935-11e8-b5a3-a3f515eccf40	quantity	2800	number per litre
288a0b0f-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288a0b10-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288a0b11-e935-11e8-b5a3-a3f515eccf40	quantity	1600	number per litre
288a0b12-e935-11e8-b5a3-a3f515eccf40	quantity	3600	number per litre
288a0b13-e935-11e8-b5a3-a3f515eccf40	quantity	1800	number per litre
288a0b14-e935-11e8-b5a3-a3f515eccf40	quantity	2800	number per litre
288a0b15-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288a0b16-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288ace5c-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288ace5d-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288ace5e-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288ace5f-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288ace60-e935-11e8-b5a3-a3f515eccf40	quantity	7600	number per litre
288ace61-e935-11e8-b5a3-a3f515eccf40	quantity	6600	number per litre
288ace62-e935-11e8-b5a3-a3f515eccf40	quantity	3600	number per litre
288ace63-e935-11e8-b5a3-a3f515eccf40	quantity	3200	number per litre
288b91b5-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288b91b6-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288c5470-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288c5471-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288c5472-e935-11e8-b5a3-a3f515eccf40	quantity	4400	number per litre
288c5473-e935-11e8-b5a3-a3f515eccf40	quantity	6000	number per litre
288c5474-e935-11e8-b5a3-a3f515eccf40	quantity	1800	number per litre
288c5475-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288c5476-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288c5477-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288c5478-e935-11e8-b5a3-a3f515eccf40	quantity	1800	number per litre
288c5479-e935-11e8-b5a3-a3f515eccf40	quantity	2400	number per litre
288c547a-e935-11e8-b5a3-a3f515eccf40	quantity	2600	number per litre
288d181a-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288d181b-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288d181c-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288d181d-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288d181e-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
288d181f-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288d1820-e935-11e8-b5a3-a3f515eccf40	quantity	1400	number per litre
288d1821-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288d1822-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288d1823-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288d1824-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288ddb24-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288ddb25-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288ddb26-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288ddb27-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288ddb28-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
288ddb29-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288ddb2a-e935-11e8-b5a3-a3f515eccf40	quantity	2400	number per litre
288ddb2b-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
288ddb2c-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288ddb2d-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
288ddb2e-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288e9e4c-e935-11e8-b5a3-a3f515eccf40	quantity	2400	number per litre
288e9e4d-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288e9e4e-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
288e9e4f-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288e9e50-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288e9e51-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
288e9e52-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288e9e53-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288e9e54-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
288e9e55-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288e9e56-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
288f6188-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
288f6189-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288f618a-e935-11e8-b5a3-a3f515eccf40	quantity	1800	number per litre
288f618b-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288f618c-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
288f618d-e935-11e8-b5a3-a3f515eccf40	quantity	4400	number per litre
288f618e-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
288f618f-e935-11e8-b5a3-a3f515eccf40	quantity	2400	number per litre
288f6190-e935-11e8-b5a3-a3f515eccf40	quantity	12400	number per litre
288f6191-e935-11e8-b5a3-a3f515eccf40	quantity	7000	number per litre
288f6192-e935-11e8-b5a3-a3f515eccf40	quantity	2400	number per litre
289024ce-e935-11e8-b5a3-a3f515eccf40	quantity	7000	number per litre
289024cf-e935-11e8-b5a3-a3f515eccf40	quantity	5600	number per litre
289024d0-e935-11e8-b5a3-a3f515eccf40	quantity	25000	number per litre
289024d1-e935-11e8-b5a3-a3f515eccf40	quantity	3200	number per litre
289024d2-e935-11e8-b5a3-a3f515eccf40	quantity	3000	number per litre
289024d3-e935-11e8-b5a3-a3f515eccf40	quantity	56000	number per litre
289024d4-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
289024d5-e935-11e8-b5a3-a3f515eccf40	quantity	12400	number per litre
289024d6-e935-11e8-b5a3-a3f515eccf40	quantity	2800	number per litre
289024d7-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289024d8-e935-11e8-b5a3-a3f515eccf40	quantity	3400	number per litre
2890e800-e935-11e8-b5a3-a3f515eccf40	quantity	4000	number per litre
2890e801-e935-11e8-b5a3-a3f515eccf40	quantity	6200	number per litre
2890e802-e935-11e8-b5a3-a3f515eccf40	quantity	21600	number per litre
2890e803-e935-11e8-b5a3-a3f515eccf40	quantity	1114000	number per litre
2890e804-e935-11e8-b5a3-a3f515eccf40	quantity	52400	number per litre
2890e805-e935-11e8-b5a3-a3f515eccf40	quantity	25600	number per litre
2890e806-e935-11e8-b5a3-a3f515eccf40	quantity	115200	number per litre
2890e807-e935-11e8-b5a3-a3f515eccf40	quantity	14600	number per litre
2890e808-e935-11e8-b5a3-a3f515eccf40	quantity	34800	number per litre
2890e809-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2890e80a-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
2891ab50-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
2891ab51-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2891ab52-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2891ab53-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2891ab54-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
2891ab55-e935-11e8-b5a3-a3f515eccf40	quantity	1600	number per litre
2891ab56-e935-11e8-b5a3-a3f515eccf40	quantity	3200	number per litre
2891ab57-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2891ab58-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2891ab59-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2891ab5a-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28926e78-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
28926e79-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28926e7a-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28926e7b-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28926e7c-e935-11e8-b5a3-a3f515eccf40	quantity	2800	number per litre
28926e7d-e935-11e8-b5a3-a3f515eccf40	quantity	11200	number per litre
28926e7e-e935-11e8-b5a3-a3f515eccf40	quantity	15400	number per litre
28926e7f-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28926e80-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
28926e81-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28926e82-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
289331a0-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
289331a1-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
289331a2-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289331a3-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
289331a4-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
289331a5-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289331a6-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289331a7-e935-11e8-b5a3-a3f515eccf40	quantity	1800	number per litre
289331a8-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
289331a9-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289331aa-e935-11e8-b5a3-a3f515eccf40	quantity	2400	number per litre
2893f388-e935-11e8-b5a3-a3f515eccf40	quantity	3600	number per litre
2893f389-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2893f38a-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2893f38b-e935-11e8-b5a3-a3f515eccf40	quantity	3200	number per litre
2893f38c-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
2893f38d-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2893f38e-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2893f38f-e935-11e8-b5a3-a3f515eccf40	quantity	1800	number per litre
2893f390-e935-11e8-b5a3-a3f515eccf40	quantity	3000	number per litre
2893f391-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2893f392-e935-11e8-b5a3-a3f515eccf40	quantity	7000	number per litre
2894b804-e935-11e8-b5a3-a3f515eccf40	quantity	18000	number per litre
2894b805-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2894b806-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
2894b807-e935-11e8-b5a3-a3f515eccf40	quantity	3200	number per litre
2894b808-e935-11e8-b5a3-a3f515eccf40	quantity	96800	number per litre
2894b809-e935-11e8-b5a3-a3f515eccf40	quantity	12600	number per litre
2894b80a-e935-11e8-b5a3-a3f515eccf40	quantity	107200	number per litre
2894b80b-e935-11e8-b5a3-a3f515eccf40	quantity	379200	number per litre
2894b80c-e935-11e8-b5a3-a3f515eccf40	quantity	53600	number per litre
2894b80d-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2894b80e-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
28957b40-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28957b41-e935-11e8-b5a3-a3f515eccf40	quantity	84000	number per litre
28957b42-e935-11e8-b5a3-a3f515eccf40	quantity	6000	number per litre
28957b43-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28957b44-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28957b45-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
28957b46-e935-11e8-b5a3-a3f515eccf40	quantity	6400	number per litre
28957b47-e935-11e8-b5a3-a3f515eccf40	quantity	5000	number per litre
28957b48-e935-11e8-b5a3-a3f515eccf40	quantity	7800	number per litre
28957b49-e935-11e8-b5a3-a3f515eccf40	quantity	600	number per litre
28957b4a-e935-11e8-b5a3-a3f515eccf40	quantity	6000	number per litre
28963e7c-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
28963e7d-e935-11e8-b5a3-a3f515eccf40	quantity	10000	number per litre
28963e7e-e935-11e8-b5a3-a3f515eccf40	quantity	13200	number per litre
28963e7f-e935-11e8-b5a3-a3f515eccf40	quantity	7600	number per litre
28963e80-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28963e81-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28963e82-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
28963e83-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28963e84-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28963e85-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28963e86-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289701b8-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
289701b9-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289701ba-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
289701bb-e935-11e8-b5a3-a3f515eccf40	quantity	3000	number per litre
289701bc-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
289701bd-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
289701be-e935-11e8-b5a3-a3f515eccf40	quantity	1200	number per litre
289701bf-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289701c0-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289701c1-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
289701c2-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
2897c4f4-e935-11e8-b5a3-a3f515eccf40	quantity	13200	number per litre
2897c4f5-e935-11e8-b5a3-a3f515eccf40	quantity	200	number per litre
2897c4f6-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
2897c4f7-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2897c4f8-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
2897c4f9-e935-11e8-b5a3-a3f515eccf40	quantity	3000	number per litre
2897c4fa-e935-11e8-b5a3-a3f515eccf40	quantity	1600	number per litre
2897c4fb-e935-11e8-b5a3-a3f515eccf40	quantity	7200	number per litre
2897c4fc-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
2897c4fd-e935-11e8-b5a3-a3f515eccf40	quantity	1000	number per litre
2897c4fe-e935-11e8-b5a3-a3f515eccf40	quantity	2000	number per litre
2898881c-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
2898881d-e935-11e8-b5a3-a3f515eccf40	quantity	45000	number per litre
2898881e-e935-11e8-b5a3-a3f515eccf40	quantity	143000	number per litre
2898881f-e935-11e8-b5a3-a3f515eccf40	quantity	48000	number per litre
28988820-e935-11e8-b5a3-a3f515eccf40	quantity	194000	number per litre
28988821-e935-11e8-b5a3-a3f515eccf40	quantity	16000	number per litre
28988822-e935-11e8-b5a3-a3f515eccf40	quantity	53600	number per litre
28988823-e935-11e8-b5a3-a3f515eccf40	quantity	18800	number per litre
28988824-e935-11e8-b5a3-a3f515eccf40	quantity	6800	number per litre
28988825-e935-11e8-b5a3-a3f515eccf40	quantity	400	number per litre
28988826-e935-11e8-b5a3-a3f515eccf40	quantity	800	number per litre
