id	measurementType	measurementValue	measurementUnit
a38851b0-7995-4984-9f0a-267c0fa0347e	quantity	170000	cells per litre
8cc5a992-726c-4cef-b844-4f6d62dca19c	quantity	1420	cells per litre
984a49be-9c04-432d-9414-d0b1393251dd	quantity	1420	cells per litre
60e0d914-78c1-4bae-83d8-ce26aa22d257	quantity	1420	cells per litre
0401f7e5-a6c2-432c-92ae-dec0be6234fe	quantity	500	cells per litre
edfcf77a-0292-45dd-990a-bf853bcd72fd	quantity	29500	cells per litre
9c261044-857f-44a3-8bf7-b851e2774cac	quantity	51700	cells per litre
036a56c8-274a-437b-a0ca-f35763c78720	quantity	300	cells per litre
a8395dba-bd8c-4b2b-a1e3-365172b690a6	quantity	80	cell per litre
a1cdca7c-5125-400b-812c-7aa5b2af2f64	quantity	ND	
6f8f0aba-2f96-4e5f-b931-7b21914e5209	quantity	ND	
74236762-4ab2-4a9b-af01-72a33440214b	quantity	40	cells per litre
15960ac6-960f-4b66-b7a9-396d6ba91234	quantity	<20	cells per litre
c963d3b0-110d-415d-84f7-eb62cf051f03	quantity	1000	cells per square meter
14a10cf6-7a36-4a15-8aee-b7777539ffa1	quantity	40000	cells per square meter
445efc86-5eea-47cd-835b-661b2ee309ef	quantity	< 110	cells per litre
322a67f1-7147-4a0a-bccc-a86f4af12b46	quantity	< 110	cells per litre
9a636f34-4ee8-42e9-bc83-c8d7c95508a1	quantity	< 1000	cells per litre
d6c19506-7e96-4dbc-ad0c-d247efab09bf	quantity	5000	cells per litre
14f6a6a5-6c54-4345-bbea-568d57e89392	quantity	10000	cells per litre
25458d57-41f1-4d5d-ab28-aa94899a31c9	quantity	6000	cells per litre
9e7aa45c-b6b5-4ba5-bd95-2284a60f51af	quantity	87200	cells per litre
1246c79e-c7ed-4d5c-9f02-822cbe35032b	quantity	10	cysts per gram of sediment dry weight
60924502-4f08-405c-be74-2ef932da1659	quantity	3	cysts per gram of sediment dry weight
48b2daa7-6b31-4f30-9594-51843a9e1cb3	quantity	1000	cells per litre
bd5b1b16-7b55-4dbd-8373-b207d5bff7b4	quantity	500	cells per litre
f074b8eb-d7e0-4085-bac1-50a2535199c6	quantity	9.01	cells per grams of macroalgal fresh weight
3651b284-02db-4826-8bfa-6cd5f45f08b5	quantity	113000	cells per litre
b6371e8d-bd18-402d-ba87-fcd7de5a42b3	quantity	640000	cells per litre
1d5e0787-e3f4-41f7-bae2-2833f84e605a	quantity	200	cells per litre
c1bf7588-3f1c-4baf-8b42-f970990849f9	quantity	40	cells per litre
f41a7454-4c8a-49a1-8923-56bd27121880	quantity	8000	cells per litre
8cb4febf-f9d6-4255-9980-ee19784cffd2	quantity	754.5	cells per mililitre
6f127e12-e189-4684-b6d6-7cc0b5caafde	quantity	111	cells per litre
a78c8b06-3b98-4c75-8c03-6518920baf74	quantity	3000	cells per litre
93850048-1ef7-4e0b-a085-c4fecf02d1d1	quantity	3200	cells per litre
7d6eee07-a825-4581-b3c9-77b8911e8c80	quantity	25000	cells per litre
b361f696-94d2-4792-aa90-6b4525111b83	quantity	ND	
18880eba-a529-4505-a2e9-6c3822cfae17	quantity	10000	cells per litre
52fa13c0-b4ff-404c-9798-539c50a0078d	quantity	4000	cells per litre
15ea0050-22f1-423e-bb84-51aab141ac3c	quantity	8000	cells per litre
1cae028b-ad1f-4ba1-b2f8-b48e08845219	quantity	8000	cells per litre
66b1c859-674d-47f2-b1a6-06cafa70e281	quantity	1500	cells per litre
681db51d-5805-4e62-97bf-e659a887a7d1	quantity	3000	cells per litre
b697692c-e426-47b8-8dd3-278e4b0a3e17	quantity	10000	cells per litre
809e5729-6287-4e2a-8e8c-483b623c0168	quantity	4000	cells per litre
ad8fbf85-6c09-4635-a602-d2b05e8d0f06	quantity	500	cells per litre
79789f88-60d2-4826-94ee-d7be2e7a8b91	quantity	ND	
b320c82b-9b11-4e34-bddb-5fdca05cee08	quantity	ND	ND
699d4f6f-4172-467c-b08f-45806bed1059	quantity	ND	ND
f09741d4-804b-4bbc-a9f2-6ce3d1d0e39c	quantity	4500	cells per litre
26c94906-47a5-4d43-a820-84e81337db12	quantity	10400	cells per litre
64479070-f191-485f-b711-baa6aa3c27f8	quantity	222300	cells per litre
f59b7580-8438-435d-b66f-cdb7cb2cc2ba	quantity	110000	cells per litre
d6dbb8c7-a8e6-4e15-8965-917fb901d274	quantity	13900000	cells per litre
6f9f4a02-fe1c-459d-b40f-2edb1d5ec3a8	quantity	888797	cells per litre
012ef8f1-ad83-45b0-a3e3-4d819a9a336f	quantity	10400000	cells per litre
8dbfdd7c-f044-4140-94de-534b799e210c	quantity	20000	filament per gram of wet weight of macroalgae
26ad8c81-4b35-427d-be3e-1f8c765b2f21	quantity	2770	cells per litre
209e42ba-71c4-4727-a8e6-6640b0ffe774	quantity	ND	
c7d7bb37-9429-4a66-b1a5-389ee0006d90	quantity	ND	
f1e30d32-f498-473b-938f-43ced910bd20	quantity	2700000	cells per litre
b8fe5b72-7bfd-46de-b078-b5b17ea9bd4f	quantity	15900	cells per litre
63e7581b-b6d1-48aa-a72e-06ac7bb09b7d	quantity	500000	cells per litre
463ee992-9545-4c97-b21c-c95ea47709f1	quantity	930000	cells per litre
08b083ee-2d01-4054-9b51-8f045f777f25	quantity	1800000	cells per litre
c5da8813-86a7-4641-a7e6-f85aced4ed1f	quantity	800000	cells per litre
e4a17027-a9f4-48b3-8388-1d7ab30458bc	quantity	1270000	cells per litre
84433439-4296-455b-a0c4-699d79e8fb5b	quantity	24800	cells per litre
ea140925-fbd6-410c-bb88-afd03a7002ac	quantity	250000	cells per litre
83eec965-ca4b-4521-b95f-5f3d8bb2ffed	quantity	88000	cells per litre
7daa30b7-c88c-44b9-8fb5-42a1dc049491	quantity	2211000	cells per litre
3ffef99e-7538-49b6-9e08-837b785eb81b	quantity	2197000	cells per litre
8f2856f6-54df-4dc5-8c7a-05cf363893fe	quantity	10000	cells per litre
42491e73-3535-4815-a423-af73f1ef15e4	quantity	100000	cells per litre
e3f20a49-6695-42e0-b3fe-9134256bdb2b	quantity	14842200	cells per litre
3f494475-15b6-41cd-b6c9-309e10c007f6	quantity	910	cells per litre
999453fd-a59d-401d-82d5-7538047af95d	quantity	12000000	cells per litre
b30fefe7-668c-4a80-a14f-1842815bc0e9	quantity	5809	cells per litre
4f99599f-145a-4499-979d-5b0e2a42433e	quantity	24900	cells per litre
ed912ac0-b759-43af-8dc2-f1d4de9a7148	quantity	29505	cells per litre
c7e6bf56-2b59-493c-9b72-7668f7d3c555	quantity	80	cells per litre
1e684071-224a-41b5-879a-9ca0b61ec845	quantity	1100	cells per litre
8d0549da-427b-48ff-8d5f-f16366ea2af4	quantity	1100	cells per square meter
fd6ada38-ead1-410c-a849-a0b718936a55	quantity	2800	cells per litre
44b3cdc5-e534-4811-a7c6-c4d0a2ac5a15	quantity	1400	cells per litre
f4e57a48-c1ed-4ca2-933d-682d486b3cb0	quantity	70000000000	cells per litre
0962e8f2-418a-4230-8bd8-e0f2330996fc	quantity	3000000	cells per litre
52d91d78-ce0f-4b69-88b2-f9e79ab4290c	quantity	7000000	cells per litre
d1389b99-0b39-4e7f-b780-c1f021ff160a	quantity	6000000	cells per litre
6cead01d-622d-4dc4-8ec2-fe4db734c848	quantity	10000000	cells per litre
91ea6835-4a01-4472-a13b-e1e027a606f7	quantity	4000000	cells per litre
a413cb33-ce4f-4786-8225-b5e8e6dd1c1a	quantity	10000000	cells per litre
a3051b56-e1af-49f6-839c-f2c9d248a814	quantity	34000000	cells per litre
de3112d1-d209-4215-8bfb-f8b7754d0dc7	quantity	24500000	cells per litre
fdbf6ea3-4218-4201-b6ca-ccce824a547d	quantity	120000	cells per litre
eb68de54-13f0-4347-962d-eac7852aaa1d	quantity	250	cells per litre
5a5e4d35-a35c-4b0b-abfc-20ceaedb5715	quantity	40	cells per litre
a1d02943-145c-4c39-bfe1-2a8491b95c5c	quantity	13	cells per litre
fef50cf4-b2d1-417a-8d61-400fd50491b2	quantity	40	cells per litre
3fcb03f4-0712-423e-88e3-da650a8f1bdd	quantity	18000000	cells per litre
1ee6807e-f481-46f1-8de2-8f16824509dd	quantity	10000	cells per litre
5d816236-c740-420d-a1e3-2eed1682bc77	quantity	25000000	cells per litre
0f480e43-dd0f-4036-a127-dd0245af156a	quantity	ND	
b202f9bd-f2f8-4b2a-a0f6-1039911274d8	quantity	ND	
40cb001f-7be0-4baf-86b5-3b66fddff018	quantity	1000000	cells per litre
4fd1c8b4-4a40-459c-bfaa-f868d6f6ecdd	quantity	11000000	cells per litre
af7c4b3c-1554-450a-9bcc-cd92ca4b873e	quantity	1300000	cells per litre
e76d02e0-5d83-41f6-a79a-39bd3ab6d1dd	quantity	32000000	cells per litre
2c13e8cf-9e3d-43ab-ad4e-e08a336d811a	quantity	44000000	cells per litre
44750488-3d11-4376-bddb-59dce39c92a8	quantity	2800000	cells per litre
5c29531c-4995-4bde-9851-6046a26d3e7f	quantity	4400000	cells per litre
b7eddcc2-4d75-47f7-b6c1-63e3119d2a3d	quantity	90000	cells per litre
976468e4-c1ad-481d-a906-a495afdcd7aa	quantity	0	cells per litre
4c5888ee-ab34-421d-b072-800032bab50e	quantity	17000000	cells per litre
6ed52406-d43e-4285-a905-5b40bdc5c722	quantity	1000	cells per square meter
e4604aa0-5bcd-4712-b23f-aabef459f3f2	quantity	3000	cells per square meter
7d4df715-4cc8-4d89-8466-afd9d4b62ccd	quantity	4000	cells per square meter
4d957244-f84b-44a0-8831-57bbe323d024	quantity	8000000	cells per square meter
56cd0069-dfce-4886-8ebd-29cb541e9cb2	quantity	2000000	cells per square meter
f2432ad1-a7fa-4efa-85d8-cc91f3dd78a0	quantity	5000	cells per square meter
f2e352b8-371c-4fe1-b737-f1beb8e171d3	quantity	10000000	cells per litre
8d77e11b-b76e-4c63-b94d-7560a6020deb	quantity	15000000	cells per litre
2ec119d6-c00e-4796-93c7-ebeb978382dd	quantity	78000	cells per litre
f27c623b-1d8c-48da-b59b-f7885465ec8b	quantity	360	cells per litre
3670c4f9-df6d-45d9-80e5-b170ecb52868	quantity	130000	cells per litre
a631cff5-971b-40c0-8fd3-560e2bf0da25	quantity	16309800	cells per litre
a65102ef-ad27-45c6-9331-c92ca8970c17	quantity	44000	cells per litre
9f6c8b04-c415-43da-ba72-f089e01cc0c4	quantity	60	cells per litre
ff98c55f-844a-4703-bbcf-09a9b97f15de	quantity	440	cells per litre
9bfbcd18-7c77-4a90-91fa-4279e5e95ee4	quantity	20408	cells per litre
b6656fa2-a299-4c32-b3c7-c22a777150b6	quantity	7266	cells per litre
7a6fbd9c-4c47-4e99-a1b3-bd260668de60	quantity	880	cells per litre
d7cf6631-de02-42bf-9c8d-9f40f4030c7d	quantity	600	cells per litre
8aa2cee5-56a3-4823-a5b7-dba54bfae7a3	quantity	480	cells per litre
8cd5b917-c729-4b25-8695-3e84c49308e6	quantity	50	cells per litre
55f670e9-2988-449b-8e6f-c526bc9e7fcd	quantity	100	cells per litre
dec28076-2e81-42c4-86a9-91c2499395da	quantity	440	cells per litre
c8063220-59a7-47ba-b682-df7cd34d99f7	quantity	20408	cells per litre
dd752a9e-606d-453e-9faa-2d9617382ff9	quantity	7266	cells per litre
1fddf0ed-56f3-409d-b21e-4633deeb4784	quantity	600	cells per litre
d3786b5d-317f-431b-9c39-b8e1a377ceb8	quantity	480	cells per litre
0f76b9a7-163b-4200-82cf-1d9bbe25df3f	quantity	100	cells per litre
21270edd-eeda-4221-a46c-632e2e61c7aa	quantity	< 10000	cells per litre
3edd9dd3-48f4-4170-96c0-14ba044d3892	quantity	2700000	cells per millilitre
1c6e1341-8557-4915-a2dc-451e0993293b	quantity	3100	cells per litre
c4ddcee5-6b54-4f8a-ac17-43393497724a	quantity	58000	cells per litre
ee16f13d-54da-470c-a72f-78eaf0698712	quantity	125000	cells per litre
f209f619-97c8-4db9-977e-c76e430c4fdd	quantity	1070000	filament per gram of wet weight of macroalgae
06ec231c-d5d4-4e6c-b7d6-3ed71e32cccf	quantity	299722	cells per gram fresh weight of macroalgae
1ddee2bb-f152-44bb-bf13-488e94b3996a	quantity	310632	cells per gram fresh weight of macroalgae
a55651cc-2895-4d83-9dac-c0fac2663da9	quantity	127272	cells per gram fresh weight of macroalgae
d2b4731e-2b01-4b7a-a2d3-d4b3ccf0d593	quantity	13250	cells per litre
44289ada-78cd-40f4-be5c-f54116c75f52	quantity	72000	cells per gram fresh weight of macroalgae
e69bf51d-230e-4611-a8c7-c6d531bd4b6b	quantity	23000	cells per gram fresh weight of macroalgae
5bce8360-8e75-455e-830c-4f7a8d266bdd	quantity	103364	cells per gram fresh weight of macroalgae
b7fd9c30-3183-49a7-92f0-1197ded77985	quantity	197	cells per gram of macroalgae
447a6206-f0e0-42da-9f84-25860cfe7972	quantity	3217	cells per gram of macroalgae
0839ade2-4b71-4513-9c2a-6bd753ad57ef	quantity	1186	cells per gram of macroalgae
4d3af6ff-3392-4a7b-ae06-6b539d3d6634	quantity	560	cells per gram of macroalgae
8d012c21-6ba5-4b47-ac72-c785cb3b4f42	quantity	224	cells per gram of macroalgae
669a6f41-5189-4e91-a100-16006c0828eb	quantity	3041	cells per gram of macroalgae
c500f83a-5124-40cc-b93a-c38562af3f1f	quantity	1200	cells per litre
38d29eaa-5625-42ce-9a27-ca9f377c38c4	quantity	8500	cells per litre
9e14595b-65c0-4066-a5b7-42dc8d578313	quantity	1330	cells per gram of macroalgae
5c31a2ac-81d0-4bd5-8d1b-4d61803ecbe3	quantity	172	cells per gram of macroalgae
8d4fac7d-2bdc-462d-a3cb-c4d96db2e3d6	quantity	5000	cells per litre
8a3a585b-fa66-4054-ab7c-5c15bf6331d8	quantity	34	cells per gram of macroalgae
0ff3a6f5-2dfa-46df-96eb-c26dfb4c857e	quantity	60	cells per gram of macroalgae
3a4b00ed-4a85-4ed2-a044-d95d5f33457b	quantity	117	cells per gram of macroalgae
5bbcc54b-e7cd-471b-a061-d2f33906ceac	quantity	5801	cells per gram of macroalgae
45206eb1-9238-4a06-9a5c-a8e2a924c37e	quantity	24	cells per gram of macroalgae
207ba36b-eebc-4d2f-b354-17030ec12f29	quantity	130	cells per gram of macroalgae
047ca5f9-d4fc-4816-961b-ea5ebdfe29dc	quantity	508	cells per gram of macroalgae
21a33a7d-1cc3-4576-929e-6b6f9b7f98a5	quantity	1500	cells per gram of macroalgae
7aec63cc-0acd-4be0-b1b9-e7c438531029	quantity	3250	cells per gram of macroalgae
8b291c7e-ab93-4176-9115-b002124e0606	quantity	57	cells per gram of macroalgae
776c83e1-0a5c-461f-9eab-e30ce304d34e	quantity	6744	cells per gram of macroalgae
fb005c56-4268-4e0f-97a5-a6c74ac9d8dc	quantity	367	cells per gram of macroalgae
d1323885-e3ea-4ae2-a8a2-73194d17287f	quantity	3520	cells per gram of macroalgae
9fd3ff81-1a11-4b40-9ce3-af778b29317b	quantity	2000	cells per litre
39ad90bb-cc95-44c9-bc1f-d134e628f787	quantity	5900	cells per litre
ffdc6d73-9267-4bb0-aca0-e6ec2161b267	quantity	<1000	cells per litre
77d50f26-37ea-4d36-8afc-5bbe60712500	quantity	4305	cells per gram of freshwater macroalgae
ee9cafae-2c44-478c-86b0-43e795cd7578	quantity	118	cells per gram of macroalgae
ed1239a0-2d0e-43ed-b84f-156207bad5f9	quantity	18000	cells per gram of macroalgae
22c8d84d-27da-48ae-b581-07381a7f2e8e	quantity	1060	cells per litre
fbe7074d-9090-4f59-9a05-b737f04ccb5a	quantity	65712	cells per gram fresh weight of macroalgae
2b7ef1b8-87d7-446d-9f4d-43b42441ddea	quantity	783721	cells per gram fresh weight of macroalgae
a51df212-52b0-4af2-bb4b-c37ab027ff7d	quantity	171923	cells per gram fresh weight of macroalgae
c2abd0e8-8c88-4281-a996-169f6f5f8429	quantity	44883	cells per gram fresh weight of macroalgae
db538d53-6191-4ce5-9985-54b7e46e3faa	quantity	64243	cells per gram fresh weight of macroalgae
0f4cf47f-e558-4a30-a0bb-634da7451f71	quantity	4500	cells per gram fresh weight of macroalgae
3fc813d6-dcf6-4ab0-a6b7-358d7cf470e4	quantity	815	cells per gram fresh weight of macroalgae
c93141d5-bb72-4ef7-9925-12f9cbd3974c	quantity	21780	cells per gram fresh weight of macroalgae
62049968-06eb-4b62-8276-4677aef5cbda	quantity	496	cells per gram fresh weight of macroalgae
4c828535-a22e-4baf-8107-d6960788e0c6	quantity	1436	cells per gram fresh weight of macroalgae
80c80d0b-d615-4fd0-ad78-0a1ce3f82ead	quantity	40000	cells per litre
19b2db0e-8e80-49ec-8f61-afbfd0cf52fb	quantity	11000	cells per litre
c594dd1a-1890-46a4-96db-3d4933c9163c	quantity	160000	cells per litre
e1859aac-b8fa-435d-8dba-dd37bc8efd5d	quantity	750000	cells per gram
91bf2032-f958-4548-8225-e59da9882841	quantity	1300000	cells per gram
906af476-5c2f-4dfc-a3e7-e20fe92ceed7	quantity	2300000	cells per gram
eb8a85a9-4632-4776-9839-bbbdac527d9f	quantity	97000	cells per litre
71570543-f67a-4374-a784-1bd78a6bcfdd	quantity	5800	cells per litre
50506ea5-9853-49c1-9b62-b10d0e25a8df	quantity	28000	cells per litre
0e115958-688e-46d3-8d8b-2239d6062dbc	quantity	740000	cells per gram
291bceb5-e435-47c4-ba74-cfbcfdab0488	quantity	1300000	cells per gram
e840dc7c-6592-4722-88b0-226274810a48	quantity	2200000	cells per gram
7503796e-490a-4001-a8f3-f76e27a5222a	quantity	8000	cells per litre
9525b959-8e12-490f-80a5-2505d3e63331	quantity	25501	cells per litre
bd1f72aa-e62b-49a7-a8fa-e50ed5616e55	quantity	89273	cells per litre
5801009e-5b19-4263-bcc9-7309bcc5925c	quantity	136391	cells per litre
a0c7e82d-698c-499f-97e4-8b7310d1e0d1	quantity	47770	cells per litre
d03f4b1b-bb50-447c-97f9-53ef20f13fd0	quantity	23122	cells per litre
f45af182-2dae-437b-aba6-da5f47cf7220	quantity	5643	cells per gram fresh weight of macroalgae
dfdd8c32-4310-4344-b5a8-8def3286edef	quantity	1700000	cells per gram of wet weight of macroalgae
0b4bdc96-0831-450d-a6fc-2af93dd56b95	quantity	1300000	cells per gram of macroalgae
d7c01d3d-2399-4e02-b73d-04e823ef7f39	quantity	26100	cells per gram of macroalgae
cbfcf65b-fbad-493c-8405-b94a3d933442	quantity	1200000	cells per gram of wet weight of macroalgae
c616a414-f48f-48e3-803b-cf33951f0d7f	quantity	1600000	cells per gram of wet weight of macroalgae
1deff596-b67b-4d23-8f35-acfcd632fe84	quantity	1900000	cells per gram of wet weight of macroalgae
240fed6d-ff1b-4032-b9f1-3c23b7e8eb79	quantity	19816	cells per gram fresh weight of macrophytes
a8e7e4aa-9b4e-4bab-8501-86d59005925c	quantity	37414	cells per gram fresh weight of macrophytes
ad523a34-923f-40a4-9221-b7febbecdae3	quantity	27	cells per gram fresh weight of macrophytes
a01ec0af-bcb7-4d70-9a2d-10aedae82439	quantity	125713	cells per gram fresh weight of macrophytes
e205b24e-3821-4ae7-ba5a-a9ecec52fde4	quantity	138	cells per gram fresh weight of macrophytes
8d9ae2d8-4ad0-4ac9-b5c0-b1ac75abf8cf	quantity	406	cells per gram fresh weight of macrophytes
fb969d51-895e-488a-b9a9-c42f307ea8f5	quantity	33	cells per gram fresh weight of macrophytes
d7c2d648-2d5d-4c05-9174-3a439b388c23	quantity	487049	cells per gram fresh weight of macrophytes
765d183b-239a-48d7-b644-487775c2b6c2	quantity	4	cells per gram fresh weight of macrophytes
8bb1b2c6-91f1-4ffa-96fe-61c89dfe9845	quantity	476	cells per gram fresh weight of macrophytes
e65e2daf-74d7-48e8-86e2-f60f02e736ba	quantity	61008	cells per gram fresh weight of macrophytes
43dee582-fef5-4a3c-afb5-cc930446598c	quantity	53934	cells per gram fresh weight of macrophytes
4e93dfaf-c5ca-4a5d-a85f-eff2fc11ee98	quantity	812	cells per gram fresh weight of macrophytes
37f97c59-7744-4d68-af1b-bb7ef95333fe	quantity	3982	cells per gram fresh weight of macrophytes
61c8eee0-2278-4bd6-998c-c8e3382927ee	quantity	97296	cells per gram fresh weight of macrophytes
87615ecc-d0cb-41cb-b3cd-92a174597a12	quantity	230435	cells per gram fresh weight of macrophytes
ae9fa0b7-eec5-4c6a-9094-786c4b7d4a81	quantity	22218	cells per gram fresh weight of macrophytes
cdb3d74d-404d-445c-80c0-f8da77b2aca9	quantity	621	cells per gram fresh weight of macrophytes
ef48f9ae-38da-4800-af7c-3503b51f8379	quantity	2114	cells per gram fresh weight of macrophytes
93fd0758-a496-43ec-a54c-6e9967830c81	quantity	65	cells per gram fresh weight of macrophytes
828fce04-50f6-4318-8a02-3ed44888061e	quantity	764	cells per gram fresh weight of macrophytes
fc9d31ee-4dd1-45d3-a519-8bd0c599618c	quantity	2282	cells per gram fresh weight of macrophytes
083ef5ae-426a-40d7-9065-e0ee80791f6c	quantity	79	cells per gram fresh weight of macrophytes
499a77b9-a492-432e-ba65-5a9b351e5b9b	quantity	79	cells per gram fresh weight of macrophytes
a2db6f4f-8ed1-494f-8d65-a51ad07a688b	quantity	486	cells per gram fresh weight of macrophytes
ca3ebb6a-20b3-4983-88e7-42e5761eda4a	quantity	8	cells per gram fresh weight of macrophytes
b34188dd-69e8-446b-b556-7b331cf6c6b9	quantity	1544	cells per gram fresh weight of macrophytes
a1054328-ec56-414b-a5b5-76389d19cd87	quantity	94	cells per gram fresh weight of macrophytes
d7868e4c-e250-411b-904f-45a89cf5f728	quantity	6296	cells per gram fresh weight of macrophytes
a1ec28d0-c60b-4a66-aca2-383111396137	quantity	352	cells per gram fresh weight of macrophytes
f4236035-5879-458e-a871-8d609ac3374d	quantity	16190	cells per gram fresh weight of macrophytes
2dd158b3-a9fa-4457-b4bb-062c70c4a2d1	quantity	1750	cells per gram fresh weight of macrophytes
b6b4679d-ac7c-4f12-9a92-9feabc875903	quantity	2133	cells per gram fresh weight of macrophytes
5919f86d-4f09-48d8-9ba5-71a6167b4d24	quantity	224	cells per gram fresh weight of macrophytes
47626e17-999c-44e0-b67d-e0b2190d5d3e	quantity	4	cells per gram fresh weight of macrophytes
8f53d492-cdf9-4c95-8f50-daf7e7910343	quantity	8584	cells per gram fresh weight of macrophytes
3bc9e1ae-63b5-4ad1-ba5c-cac14bd6cfa8	quantity	252808	cells per gram fresh weight of macrophytes
1450c9d6-4054-4d0f-b838-80ed700304c6	quantity	105500	cells per gram fresh weight of macrophytes
6f270730-1ec7-489a-a68e-d1e5b2d1515a	quantity	593	cells per gram fresh weight of macrophytes
416b591b-bf76-49b5-91ac-cecf7b273404	quantity	1849	cells per gram fresh weight of macrophytes
15f6660d-6128-460c-bd5e-9bf0a277f44b	quantity	8762	cells per gram fresh weight of macrophytes
e99036ad-8728-4c51-9208-d330c769652b	quantity	9874	cells per gram fresh weight of macrophytes
6bdbbae4-dca1-405f-8473-4d0f6620c3b6	quantity	601	cells per gram fresh weight of macrophytes
b87efe66-de09-43fa-aa28-0aa891fc0399	quantity	16004	cells per gram fresh weight of macrophytes
3774197f-cf8d-4e69-a790-67565958bafe	quantity	578470	cells per gram fresh weight of macrophytes
ec1e9b29-366d-4775-9507-6b54125efde5	quantity	1371084	cells per gram fresh weight of macrophytes
e94e97c9-fd31-406c-a722-f9e15cbc646d	quantity	578470	cells per gram fresh weight of macrophytes
f6362604-6cfe-4343-bc28-e9b5b4c16581	quantity	2092	cells per gram fresh weight of macrophytes
4f5a0b94-e7c3-4876-8c36-cdf64f9f3645	quantity	1466	cells per gram fresh weight of macrophytes
c2ce09cd-f0bb-4c66-9207-750023ba86b9	quantity	38	cells per gram fresh weight of macrophytes
0159a316-0649-4506-92af-9eee8b1b3ef1	quantity	0.078	cells per gram dry weight of sand
e9009ef9-ef57-481e-a3a0-22e55f82b590	quantity	84678	cells per gram fresh weight of macrophytes
9901ff4c-c464-48b9-888f-7833fa8a0d0f	quantity	11442	cells per gram fresh weight of macrophytes
e694aca5-635d-417f-9258-bef1bc01242b	quantity	84678	cells per gram fresh weight of macrophytes
9a837e5f-a41a-4d13-a9b1-11dfa368181c	quantity	120945	cells per gram fresh weight of macrophytes
dceb0c18-aeb5-49d4-8a19-e8c0a838040e	quantity	259979	cells per gram fresh weight of macrophytes
63cd738b-80ab-4556-914b-4c62a0595949	quantity	1088	cells per gram fresh weight of macrophytes
271e6534-72f5-4f3f-b793-da44f55ced5f	quantity	1088	cells per gram fresh weight of macrophytes
b356e59a-8088-4a75-9c1f-e8cd80eeb9e1	quantity	562	cells per gram fresh weight of macrophytes
eb438581-142b-4ea3-b03a-e64a79ab6c55	quantity	93	cells per gram fresh weight of macrophytes
915a34c7-e08b-428b-b1f7-90a86d1758cf	quantity	1707	cells per gram fresh weight of macrophytes
12e8bf98-afa0-4957-aee4-2f1562a439f4	quantity	2540	cells per gram fresh weight of macrophytes
ecb5f9a9-fb8b-4d9c-b5dd-d3fe39c6b059	quantity	14182	cells per gram fresh weight of macrophytes
41ff0874-0654-41b8-a11f-e20d89cce701	quantity	167	cells per gram fresh weight of macrophytes
c352a171-a349-4c0b-87e4-b9edae7a35bb	quantity	440	cells per gram fresh weight of macrophytes
310e6f14-d7b2-48d7-9137-1e3a0b846f10	quantity	13422	cells per gram fresh weight of macrophytes
f8369c0d-c986-4807-ae45-59ea73f71545	quantity	49	cells per gram fresh weight of macrophytes
4cd59f0f-e996-4776-aa95-4b9909320a37	quantity	192	cells per gram fresh weight of macrophytes
ac7bead9-85f0-4b1e-865a-506f6667ffbe	quantity	3549	cells per gram fresh weight of macrophytes
a6346059-f69e-4fad-9f95-3cffe433e80f	quantity	903	cells per gram fresh weight of macrophytes
5f30c4ca-6ca2-4079-a000-c5a871ec208b	quantity	5	cells per gram fresh weight of macrophytes
e9425370-d3d1-49c6-9cd3-bba6bc8567ba	quantity	33	cells per gram fresh weight of macrophytes
e70c5fa9-442c-401c-8833-e78b9f22c1ed	quantity	50	cells per gram fresh weight of macrophytes
06a30089-1759-4af9-a598-a5f1d5999fe4	quantity	13	cells per gram fresh weight of macrophytes
ff8131b2-3c61-41f8-88ec-4b7207165866	quantity	634	cells per gram fresh weight of macrophytes
3c0973c5-8b9c-4290-8788-383bf28e601c	quantity	124162	cells per gram fresh weight of macrophytes
fad96837-dcbd-446f-a122-ff18a08dacfa	quantity	4662	cells per gram fresh weight of macrophytes
da114125-d473-42ee-b005-8ee44c38642d	quantity	1749	cells per gram fresh weight of macrophytes
358c2a1e-1d99-4836-90da-678f48b666da	quantity	11	cells per gram fresh weight of macrophytes
e231e8c5-c071-4bb1-a78a-4ccbb95f3eaa	quantity	122418	cells per gram fresh weight of macrophytes
e18b2e44-2db5-4582-bafe-6a65911c7215	quantity	163985	cells per gram fresh weight of macrophytes
3c33994c-9b48-4cf3-97ff-35f661f87302	quantity	55367	cells per gram fresh weight of macrophytes
aca8c793-0a86-44e3-a88d-0ec03b34c416	quantity	76046	cells per gram fresh weight of macrophytes
dee027bf-3fb1-4ef8-b666-429e94fcddcb	quantity	4470	cells per gram of macroalgae
1b896498-dd15-4e9d-a37f-12f77cd3d6cf	quantity	11603	cells per gram of macroalgae
4edde8c7-d4ea-4157-b118-59d675940cdd	quantity	9466	cells per gram of macroalgae
c62c4630-4609-4ac4-b5b2-80430d98039c	quantity	1918	cells per gram of macroalgae
1bf5c19f-5ca1-4d6c-b06b-b0246349591a	quantity	421	cells per gram of macroalgae
28a688ac-2829-4e62-b0d9-c86320811fa0	quantity	36300	cells per gram of macroalgae
f674cd1b-ea13-4796-bcb4-d6b805b5f908	quantity	820	cells per litre
8df20157-3a87-4da4-9528-e813bd0ddb3a	quantity	75918	cells per gram of fresh macroalgae
fd7fc726-4ffd-4e73-98e7-d77122c20344	quantity	284065	cells per gram of fresh macroalgae
