occurrenceID	scientificName	scientificNameID	eventDate	verbatimEventDate	decimalLatitude	decimalLongitude	locality	minimumDepthInMeters	maximumDepthInMeters	coordinateUncertaintyInMeters	basisOfRecord	occurrenceStatus	identificationVerificationStatus	references	additionalReferences	modified	footprintWKT	occurrenceRemarks	eventRemarks
268f8478-e924-11e8-961e-1fd6cac35c7d	Alexandrium	urn:lsid:marinespecies.org:taxname:109470	2003/2004		32.80252	-79.9585	one open water site on the South Carolina coast, USA				HumanObservation	present	1 - good	South Carolina Marine Resources Division.  Condition of South Carolina's Estuarine and Coastal Habitats during 2003-2004.  (2006) Technical Report 101			LINESTRING (-78.96973 33.55971, -80.94727 32.04533)		
268f8479-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	1998-04/1998-06		43.6579449	-70.1743944	Casco Bay, Gulf of Maine, USA				HumanObservation	present	1 - good	Deep-Sea Research II 52 (2005) 2764–2783					
269047b4-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2004-11-05		34.64669	-77.34756	Frenchs Creek, New River, North Carolina, USA				HumanObservation	present	1 - good	Harmful Algae 17 (2012) 54–63					
269047b5-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2005-02-24/2005-06-08		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047b6-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2009-05-15/2009-05-29		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047b7-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2010-04-23/2010-05-17		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047b8-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2011-03-11/2011-05-20		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047b9-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2012-03-09/2012-05-17		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047ba-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2005-02-24/2005-06-08		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047bb-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2009-05-15/2009-05-29		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047bc-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2010-04-23/2010-05-17		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047bd-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2011-03-11/2011-05-20		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
269047be-e924-11e8-961e-1fd6cac35c7d	Alexandrium fundyense	urn:lsid:marinespecies.org:taxname:231873	2012-03-09/2012-05-17		41.5673302	-71.45163415	Wickford Cove, Narragansett Bay, USA				HumanObservation	present	1 - good	Harmful Algae 32 (2014) 73–80					
26910af0-e924-11e8-961e-1fd6cac35c7d	Alexandrium monilatum	urn:lsid:marinespecies.org:taxname:231875	2007-09		37.2479	-76.3824	York River, Virginia, USA				HumanObservation	present	1 - good	Virginia Journal of Science 60, number 3, Fall 2009					
