occurrenceID	scientificName	scientificNameID	eventDate	verbatimEventDate	decimalLatitude	decimalLongitude	locality	minimumDepthInMeters	maximumDepthInMeters	coordinateUncertaintyInMeters	basisOfRecord	occurrenceStatus	identificationVerificationStatus	references	additionalReferences	modified	footprintWKT	occurrenceRemarks	eventRemarks
cf8f98ad-e935-11e8-b5a3-a3f515eccf40	Pyrodinium bahamense var. compressum	urn:lsid:marinespecies.org:taxname:231886	15-12-2010		12.928.836	123.943.923	Sorsogon Bay, Sorsogon			30000	HumanObservation	present	1 - good	Onda, D.F.L., G. Benico, A.F. Sulit, P.L. Gaite, R.V. Azanza, A. Lluisma. 2013. Morphological and molecular characterization of some HAB-forming dinoflagellates from Philippine waters		27-09-2017			
cf8f98ae-e935-11e8-b5a3-a3f515eccf40	Pyrodinium bahamense var. compressum	urn:lsid:marinespecies.org:taxname:231886	2009-10		86.042.620.000.000.000	123.572.514	Murcielagos Bay, Zamboanga del Norte			14000	HumanObservation	present	2 - probable	Aquino, J, B Flores, M Naguit. 2010. Harmful algal bloom occurrence in Murcielagos Bay amidst climate change. E-international Scientific Research Journal 2(4): 359-365		28-09-2017			
cf905bb8-e935-11e8-b5a3-a3f515eccf40	Gymnodinium catenatum	urn:lsid:marinespecies.org:taxname:109784	18-01-2010		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Onda, D.F.L., G. Benico, A.F. Sulit, P.L. Gaite, R.V. Azanza, A. Lluisma. 2013. Morphological and molecular characterization of some HAB-forming dinoflagellates from Philippine waters		27-09-2017			
cf905bb9-e935-11e8-b5a3-a3f515eccf40	Prorocentrum micans	urn:lsid:marinespecies.org:taxname:110303	13-09-2009		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Onda, D.F.L., G. Benico, A.F. Sulit, P.L. Gaite, R.V. Azanza, A. Lluisma. 2013. Morphological and molecular characterization of some HAB-forming dinoflagellates from Philippine waters		27-09-2017			
cf905bba-e935-11e8-b5a3-a3f515eccf40	Alexandrium minutum	urn:lsid:marinespecies.org:taxname:109711	2003		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Bajarias, F.A., U.M. Montojo, J. Relox, S. Sato, M. Kodama, M. Yoshida, Y. Fukuyo. 2003. Paralytic shellfish poisoning due to Alexandrium minutum Halim in Northwestern Philippines. The first joint seminar on coastal oceanography, Chiang Mai, Thailnad, p. 18		27-09-2017			
cf905bbb-e935-11e8-b5a3-a3f515eccf40	Alexandrium	urn:lsid:marinespecies.org:taxname:109470	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	1 - good	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan	Cruz, LJ, C. Mendoza, G. Benico, KG Bondoc, J Mendoza. 2011. Project 3. Toxinology and toxicology of Philippine harmful algal bloom species. Terminal Report on Ecology and Oceanography of Harmful Algal Blooms in the Philippines. Department of Science and Technology - Philippine Council for Aquatic and Marine Research and Development (DOST-PCAMRD).	27-09-2017		"toxicity from Cruz et al. 2011; toxicity from water column"	
cf905bbc-e935-11e8-b5a3-a3f515eccf40	Alexandrium minutum	urn:lsid:marinespecies.org:taxname:109711	2006-08		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			17000	HumanObservation	present	1 - good	Baula, I. U., R. V. Azanza, Y. Fukuyo, and F. P. Siringan. 2011. Dinoflagellate cyst composition, abundance and horizontal distribution in Bolinao, Pangasinan, Northern Philippines. Harmful Algae 11:33-44.		27-09-2017		Based on sediment cyst analysis of the upper 2cm sediment	
cf905bbd-e935-11e8-b5a3-a3f515eccf40	Alexandrium	urn:lsid:marinespecies.org:taxname:109470	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf905bbe-e935-11e8-b5a3-a3f515eccf40	Pyrodinium bahamense var. compressum	urn:lsid:marinespecies.org:taxname:231886	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf905bbf-e935-11e8-b5a3-a3f515eccf40	Dinophysis caudata	urn:lsid:marinespecies.org:taxname:109612	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf905bc0-e935-11e8-b5a3-a3f515eccf40	Dinophysis rotundata		1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf905bc1-e935-11e8-b5a3-a3f515eccf40	Dinophysis miles	urn:lsid:marinespecies.org:taxname:232209	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf905bc2-e935-11e8-b5a3-a3f515eccf40	Gymnodinium catenatum	urn:lsid:marinespecies.org:taxname:109784	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	1 - good	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf91200c-e935-11e8-b5a3-a3f515eccf40	Prorocentrum lima	urn:lsid:marinespecies.org:taxname:110301	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	2 - probable	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf91200d-e935-11e8-b5a3-a3f515eccf40	Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	2 - probable	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf91200e-e935-11e8-b5a3-a3f515eccf40	Chattonella	urn:lsid:marinespecies.org:taxname:233776	1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	2 - probable	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf91200f-e935-11e8-b5a3-a3f515eccf40	Gonyaulax spinifera		1997		14.547.554	120.735.005	http://marineregions.org/mrgid/31579				HumanObservation	present	2 - probable	Azanza, R. V. and L. N. Miranda. 2001. Phytoplankton composition and Pyrodinium bahamense toxic blooms in Manila Bay, Philippines. Journal of Shellfish Research 20:1251-1255.		28-09-2017		Sampling was conducted at least 3x per year for three years from 1997-1999	
cf912010-e935-11e8-b5a3-a3f515eccf40	Amphidinium carterae	urn:lsid:marinespecies.org:taxname:109723	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf912011-e935-11e8-b5a3-a3f515eccf40	Dinophysis caudata	urn:lsid:marinespecies.org:taxname:109612	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf912012-e935-11e8-b5a3-a3f515eccf40	Gymnodinium catenatum	urn:lsid:marinespecies.org:taxname:109784	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf912013-e935-11e8-b5a3-a3f515eccf40	Prorocentrum lima	urn:lsid:marinespecies.org:taxname:110301	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf912014-e935-11e8-b5a3-a3f515eccf40	Prorocentrum minimum	urn:lsid:marinespecies.org:taxname:110304	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf912015-e935-11e8-b5a3-a3f515eccf40	Chattonella marina	urn:lsid:marinespecies.org:taxname:233780	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf912016-e935-11e8-b5a3-a3f515eccf40	Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151	2010		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	2 - probable	Azanza, R.V. and G. A. Benico. 2013. Toxic Alexandrium  blooms in fish farming sites in Bolinao, Pangasinan		27-09-2017			
cf91e30c-e935-11e8-b5a3-a3f515eccf40	Prorocentrum minimum	urn:lsid:marinespecies.org:taxname:110304	31-01-2002		163.795	11.991.200.000.000.000	Bolinao, Pangasinan			13000	HumanObservation	present	1 - good	Azanza, RV, Y. Fukuyo, LG Yap, H. Takayama. 2005, Prorocentrum minimum bloom and its possible link to a massive fish kill in Bolinao, Pangasinan, Northern Philippines		27-09-2017			http://haedat.iode.org/viewEvent.php?eventID=5927
cf91e30d-e935-11e8-b5a3-a3f515eccf40	Cochlodinium polykrikoides	urn:lsid:marinespecies.org:taxname:232650	16-03-2005		98.068.000.000.000.000	1.184.949	Puerto Princesa, Palawan		3		HumanObservation	present	1 - good	Azanza, RV, LT David, R Borja, IU Baula, Y. Fukuyo. 2008. An extensive Cochlodinium bloom along the western coast of Palawan, Philippines 		27-09-2017		The bloom extended 310 km in length and 80 km in width at its peak in March off the central coast (Puerto Princesa)	
cf91e30e-e935-11e8-b5a3-a3f515eccf40	Cochlodinium polykrikoides	urn:lsid:marinespecies.org:taxname:232650	08-04-2005		111.639	119.274	El Nido, Palawan		3	15000	HumanObservation	present	1 - good	Azanza, RV, LT David, R Borja, IU Baula, Y. Fukuyo. 2008. An extensive Cochlodinium bloom along the western coast of Palawan, Philippines 		28-09-2017			
cf91e30f-e935-11e8-b5a3-a3f515eccf40	Dinophysis caudata	urn:lsid:marinespecies.org:taxname:109612					Saipan Bay, Panay Island				HumanObservation	present	1 - good	Marasigan A.N., Sato S., Fukuyo Y. & Kodama M. 2001. Accumulation of a high level of diarrhetic shellfish toxins in the green mussel Perna viridis during a bloom of Dinophysis caudata and Dinophysis miles in Saipan Bay, Panay Island, the Philippines. Fisheries Science 67: 994-996  DOI:ÿ10.1046/j.1444-2906.2001.00353.x					
cf91e310-e935-11e8-b5a3-a3f515eccf40	Dinophysis miles	urn:lsid:marinespecies.org:taxname:232209					Saipan Bay, Panay Island				HumanObservation	present	1 - good	Marasigan A.N., Sato S., Fukuyo Y. & Kodama M. 2001. Accumulation of a high level of diarrhetic shellfish toxins in the green mussel Perna viridis during a bloom of Dinophysis caudata and Dinophysis miles in Saipan Bay, Panay Island, the Philippines. Fisheries Science 67: 994-996  DOI:ÿ10.1046/j.1444-2906.2001.00353.x					
cf91e311-e935-11e8-b5a3-a3f515eccf40	Alexandrium tamiyavanichii	urn:lsid:marinespecies.org:taxname:233473	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf91e312-e935-11e8-b5a3-a3f515eccf40	Cochlodinium polykrikoides	urn:lsid:marinespecies.org:taxname:232650	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf91e313-e935-11e8-b5a3-a3f515eccf40	Dinophysis caudata	urn:lsid:marinespecies.org:taxname:109612	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf91e314-e935-11e8-b5a3-a3f515eccf40	Dinophysis miles	urn:lsid:marinespecies.org:taxname:232209	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf91e315-e935-11e8-b5a3-a3f515eccf40	Dinophysis tripos	urn:lsid:marinespecies.org:taxname:109662	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf91e316-e935-11e8-b5a3-a3f515eccf40	Gymnodinium	urn:lsid:marinespecies.org:taxname:109475	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	1 - good	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf92a666-e935-11e8-b5a3-a3f515eccf40	Prorocentrum minimum	urn:lsid:marinespecies.org:taxname:110304	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf92a667-e935-11e8-b5a3-a3f515eccf40	Pyrodinium bahamense var. compressum	urn:lsid:marinespecies.org:taxname:231886	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	1 - good	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf92a668-e935-11e8-b5a3-a3f515eccf40	Pseudo-nitzschia	urn:lsid:marinespecies.org:taxname:149151	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	1 - good	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf92a669-e935-11e8-b5a3-a3f515eccf40	Phaeocystis globosa	urn:lsid:marinespecies.org:taxname:160538	2012-01		11.261.421	125.037.042	San Pedro Bay, Leyte			17000	HumanObservation	present	2 - probable	Yap-Dejeto, L. G. and H. S. Batula. 2016. Bloom of Trichodesmium (Oscillatoriales, Phormidiaceae) and seasonality of potentially harmful phytoplankton in San Pedro Bay, Leyte, Philippines. Revista de Biologia Tropical 64:897-911.				Sampling was conducted during different seasons from 2012 - 2013 in 3 stations in San Pedro Bay, Leyte	
cf92a66a-e935-11e8-b5a3-a3f515eccf40	Nitzschia		2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	2 - probable	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
cf92a66b-e935-11e8-b5a3-a3f515eccf40	Alexandrium	urn:lsid:marinespecies.org:taxname:109470	2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	1 - good	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
cf92a66c-e935-11e8-b5a3-a3f515eccf40	Chattonella	urn:lsid:marinespecies.org:taxname:233776	2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	1 - good	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
cf92a66d-e935-11e8-b5a3-a3f515eccf40	Dinophysis acuminata	urn:lsid:marinespecies.org:taxname:109603	2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	2 - probable	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
cf92a66e-e935-11e8-b5a3-a3f515eccf40	Dinophysis caudata	urn:lsid:marinespecies.org:taxname:109612	2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	2 - probable	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
cf92a66f-e935-11e8-b5a3-a3f515eccf40	Dinophysis miles	urn:lsid:marinespecies.org:taxname:232209	2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	2 - probable	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
cf92a670-e935-11e8-b5a3-a3f515eccf40	Gambierdiscus	urn:lsid:marinespecies.org:taxname:231798	2001		163.795	11.991.200.000.000.000	Bolinao, Pangasinan		1	13000	HumanObservation	present	2 - probable	Yap, L. G., R. V. Azanza, and L. Talaue-McManus. 2004. The community composition and production of phytoplankton in fish pens of Cape Bolinao, Pangasinan: a field study. Marine Pollution Bulletin 49:819-832.				Sampling was conducted during August, October and December 2001	
