Scientific name*;Reported name (if different);Identification status;Reference;Additional references;HAEDAT URL;Last modified;Date*;Verbatim date;Latitude*;Longitude*;Coordinate uncertainty;WKT;Locality;Minimum depth;Maximum depth;Value;Unit;Toxin;Value;Unit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-03-11/2013-03-22;Cruise from 11-22 March 2013;-42,66;-63,42;10;;Argentinian Continental shelf (27K2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-03-11/2013-03-22;Cruise from 11-22 March 2013;-42,96;-64,15;10;;Argentinian Continental shelf (29K2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,63;-56,09;10;;Argentinean Continental Shelf (1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,91;-55,61;10;;Argentinean Continental Shelf (2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,96;-55,81;10;;Argentinean Continental Shelf (3);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-40,04;-56,17;10;;Argentinean Continental Shelf (4);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-40,2;-56,91;10;;Argentinean Continental Shelf (6);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-40,5;-58,35;10;;Argentinean Continental Shelf (7);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,89;-60,3;10;;Argentinean Continental Shelf (8);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,55;-60,99;10;;Argentinean Continental Shelf (9);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,25;-61,52;10;;Argentinean Continental Shelf (10);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-39,55;-61,87;10;;Argentinean Continental Shelf (11);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-40,3;-60,8;10;;Argentinean Continental Shelf (13);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-40,7;-62;10;;Argentinean Continental Shelf (14);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,31;-62,4;10;;Argentinean Continental Shelf (15);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,36;-63,12;10;;Argentinean Continental Shelf (16);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,2;-64,07;10;;Argentinean Continental Shelf (19);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,1;-64,43;10;;Argentinean Continental Shelf (20);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,02;-64,82;10;;Argentinean Continental Shelf (21);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,58;-64,73;10;;Argentinean Continental Shelf (22);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-42,01;-64,84;10;;Argentinean Continental Shelf (23);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-42,03;-64,44;10;;Argentinean Continental Shelf (24);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-42;-64,07;10;;Argentinean Continental Shelf (25);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pseudo-nitzschia fraudulenta;;1 - good;Almandoz G.O., Fabro E., Ferrario M.E., Tillmann U., Cembella A. & Krock B. 2017. Species occurrence of the potentially toxigenic diatom genus Pseudo-nitzschia and the associated neurotoxin domoic acid in the Argentine Sea. Harmfu Algae 63: 45-55.;;;;2013-10-26/2013-11-09;Cruise from 26 October to 9 November 2013;-41,77;-63,59;10;;Argentinean Continental Shelf (26);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
