occurrenceID	scientificName	scientificNameID	eventDate	verbatimEventDate	decimalLatitude	decimalLongitude	locality	minimumDepthInMeters	maximumDepthInMeters	coordinateUncertaintyInMeters	basisOfRecord	occurrenceStatus	identificationVerificationStatus	references	additionalReferences	modified	footprintWKT	occurrenceRemarks	eventRemarks
53d2db37-c0cc-46a1-acde-4c6b41ddda7f	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2001-07		-44.7194	-72.735	Fjords of Southern Chile			1000	HumanObservation	present	1 - good	Seguel M., Tocornal M.A. & Sfeir A. 2005. Floraciones algales nocivas en los canales y fiordos del sur de Chile. Revista Ciencia y Tecnología del Mar 28: 5-13.				Cysts	
57eaa519-fda1-4b92-bf67-be021fad6c19	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2001-07		-46.4814	-73.7485	Fjords of Southern Chile			1000	HumanObservation	present	1 - good	Seguel M., Tocornal M.A. & Sfeir A. 2005. Floraciones algales nocivas en los canales y fiordos del sur de Chile. Revista Ciencia y Tecnología del Mar 28: 5-13.				Cysts	
b02737ba-3f6b-4163-80c4-ae3bab7fdc26	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2001-11		-44.6608	-73.5864	Fjords of Southern Chile			1000	HumanObservation	present	1 - good	Seguel M., Tocornal M.A. & Sfeir A. 2005. Floraciones algales nocivas en los canales y fiordos del sur de Chile. Revista Ciencia y Tecnología del Mar 28: 5-13.				Cysts	
2b3de147-95d3-4deb-aa3a-7319283366e3	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2001-11		-45.8479	-73.6166	Fjords of Southern Chile			1000	HumanObservation	present	1 - good	Seguel M., Tocornal M.A. & Sfeir A. 2005. Floraciones algales nocivas en los canales y fiordos del sur de Chile. Revista Ciencia y Tecnología del Mar 28: 5-13.				Cysts	
e00d6bfb-f264-456d-bb0e-6a719ef9edf5	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2001-11		-44.6393	-72.8778	Fjords of Southern Chile			1000	HumanObservation	present	1 - good	Seguel M., Tocornal M.A. & Sfeir A. 2005. Floraciones algales nocivas en los canales y fiordos del sur de Chile. Revista Ciencia y Tecnología del Mar 28: 5-13.				Motile cells	
d45a68a7-069e-43d2-8201-db1be5e8b2f9	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2001-11		-45.1356	-73.4985	Fjords of Southern Chile			1000	HumanObservation	present	1 - good	Seguel M., Tocornal M.A. & Sfeir A. 2005. Floraciones algales nocivas en los canales y fiordos del sur de Chile. Revista Ciencia y Tecnología del Mar 28: 5-13.				Motile cells	
d52df4d6-ca75-40fe-8727-0333f974bbb0	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2004		-43.1491	-73.5974	Quellón, Los Lagos Region, Chile			1000	HumanObservation	present	1 - good	Varela D., Paredes J., Alves-de-Souza C., Seguel M., Sfeir A., Frangópulos M. 2012. Intraregional variation among Alexandrium catenella (Dinophyceae) strains from southern Chile: Morphological, toxicological and genetic diversity. Harmful Algae 15: 8–18.					
67a29081-88e2-4e39-9fbe-d385b6688acb	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2004		-43.7969	-73.0124	Santo Domingo, Aysén Region, Chile			1000	HumanObservation	present	1 - good	Varela D., Paredes J., Alves-de-Souza C., Seguel M., Sfeir A., Frangópulos M. 2012. Intraregional variation among Alexandrium catenella (Dinophyceae) strains from southern Chile: Morphological, toxicological and genetic diversity. Harmful Algae 15: 8–18.					
af6d8196-0698-4b08-8805-6d7baf9b180f	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2008-11-02/2008-11-21	Cruise from 2 to 21 November 2008	-47.0392	-75.4145	Golfo de Penas, Chile			10000	HumanObservation	present	1 - good	Pizarro G., Garrido C., Cárdenas C., Frangópulos M., Alarcón C., Guzmán L., Zamora C. & Pacheco H. 2011. Distribución espacial de alexandrium catenella y de toxinas paralizantes en el plancton y mariscos entre el Golfo de Penas y Canal Trinidad (primavera 2008). Revista Ciencia y Tecnología del Mar, 34: 1-4.					
bbbf34b4-e4f5-4ea1-b60a-b60975de980c	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2008-11-02/2008-11-21	Cruise from 2 to 21 November 2008	-46.9493	-74.1675	Golfo de Penas, Chile			10000	HumanObservation	present	1 - good	Pizarro G., Garrido C., Cárdenas C., Frangópulos M., Alarcón C., Guzmán L., Zamora C. & Pacheco H. 2011. Distribución espacial de alexandrium catenella y de toxinas paralizantes en el plancton y mariscos entre el Golfo de Penas y Canal Trinidad (primavera 2008). Revista Ciencia y Tecnología del Mar, 34: 1-4.					
aabf8360-fd1c-4a5a-8a03-9ee164755b95	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2008-11-02/2008-11-21	Cruise from 2 to 21 November 2008	-48.1514	-73.4106	Región Austral, Chile			10000	HumanObservation	present	1 - good	Pizarro G., Garrido C., Cárdenas C., Frangópulos M., Alarcón C., Guzmán L., Zamora C. & Pacheco H. 2011. Distribución espacial de alexandrium catenella y de toxinas paralizantes en el plancton y mariscos entre el Golfo de Penas y Canal Trinidad (primavera 2008). Revista Ciencia y Tecnología del Mar, 34: 1-4.					
e833d245-29e9-4504-835c-f8aa8be38e32	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2008-11-02/2008-11-21	Cruise from 2 to 21 November 2008	-48.773	-74.4202	Región Austral, Chile			10000	HumanObservation	present	1 - good	Pizarro G., Garrido C., Cárdenas C., Frangópulos M., Alarcón C., Guzmán L., Zamora C. & Pacheco H. 2011. Distribución espacial de alexandrium catenella y de toxinas paralizantes en el plancton y mariscos entre el Golfo de Penas y Canal Trinidad (primavera 2008). Revista Ciencia y Tecnología del Mar, 34: 1-4.					
c139fe77-9f1b-4627-8097-0a4e0c446982	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2008-11-02/2008-11-21	Cruise from 2 to 21 November 2008	-49.2701	-74.0742	Región Austral, Chile			10000	HumanObservation	present	1 - good	Pizarro G., Garrido C., Cárdenas C., Frangópulos M., Alarcón C., Guzmán L., Zamora C. & Pacheco H. 2011. Distribución espacial de alexandrium catenella y de toxinas paralizantes en el plancton y mariscos entre el Golfo de Penas y Canal Trinidad (primavera 2008). Revista Ciencia y Tecnología del Mar, 34: 1-4.					
0206e5cc-5e2f-4886-9781-3574a231cc21	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2008-11-02/2008-11-21	Cruise from 2 to 21 November 2008	-50.0218	-74.4268	Región Austral, Chile			10000	HumanObservation	present	1 - good	Pizarro G., Garrido C., Cárdenas C., Frangópulos M., Alarcón C., Guzmán L., Zamora C. & Pacheco H. 2011. Distribución espacial de alexandrium catenella y de toxinas paralizantes en el plancton y mariscos entre el Golfo de Penas y Canal Trinidad (primavera 2008). Revista Ciencia y Tecnología del Mar, 34: 1-4.					
647d702e-c506-481c-856c-ccb3cf8e1fbe	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009		-44.196	-73.5974	Bahía Low, Aysen Region, Chile			1000	HumanObservation	present	1 - good	Varela D., Paredes J., Alves-de-Souza C., Seguel M., Sfeir A., Frangópulos M. 2012. Intraregional variation among Alexandrium catenella (Dinophyceae) strains from southern Chile: Morphological, toxicological and genetic diversity. Harmful Algae 15: 8–18.					
43bc805c-2631-47c1-8424-31ae0b1249b3	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009		-49.3206	-74.3747	Puerto Edén, Magellan Region, Chile			10000	HumanObservation	present	1 - good	Varela D., Paredes J., Alves-de-Souza C., Seguel M., Sfeir A., Frangópulos M. 2012. Intraregional variation among Alexandrium catenella (Dinophyceae) strains from southern Chile: Morphological, toxicological and genetic diversity. Harmful Algae 15: 8–18.					
c0043dfd-fd7f-40cb-8180-f9df57491225	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009		-54.9129	-68.6261	Canal Beagle, Magellan Region, Chile			10000	HumanObservation	present	1 - good	Varela D., Paredes J., Alves-de-Souza C., Seguel M., Sfeir A., Frangópulos M. 2012. Intraregional variation among Alexandrium catenella (Dinophyceae) strains from southern Chile: Morphological, toxicological and genetic diversity. Harmful Algae 15: 8–18.					
3f7641e7-03b8-4dc2-9583-ed427f4466f8	Alexandrium tamarense	urn:lsid:marinespecies.org:taxname:231873	2009-09-01	Survey from 03-2008 to 03-2013	-40.5415	-62.2952	Ría Jabalí, Buenos Aires, Argentina			1000	HumanObservation	present	1 - good	Sunesen I., Lavigne A.S., Goya A.B. & Sar E.A. 2014. Episodios de toxicidad en moluscos de aguas marinas costeras de la Provincia de Buenos Aires (Argentina) asociados a algas toxígenas (marzo de 2008-marzo de 2013). Boletín de la Sociedad Argentina de Botánica 49: 327-339.					
8e239c8a-627e-41b3-883c-9624e4d0a122	Alexandrium tamarense	urn:lsid:marinespecies.org:taxname:231873	2009-09-01	Survey from 03-2008 to 03-2013	-40.5467	-62.2341	Bahía San Blas, Buenos Aires, Argentina			1000	HumanObservation	present	1 - good	Sunesen I., Lavigne A.S., Goya A.B. & Sar E.A. 2014. Episodios de toxicidad en moluscos de aguas marinas costeras de la Provincia de Buenos Aires (Argentina) asociados a algas toxígenas (marzo de 2008-marzo de 2013). Boletín de la Sociedad Argentina de Bo					
d6b0f2d3-d409-412e-9408-0cb5d731f17e	Alexandrium tamarense	urn:lsid:marinespecies.org:taxname:231873	2009-09-21	Survey from 03-2008 to 03-2013	-38.5806	-58.6934	Puerto Quequén, Buenos Aires, Argentina			1000	HumanObservation	present	1 - good	Sunesen I., Lavigne A.S., Goya A.B. & Sar E.A. 2014. Episodios de toxicidad en moluscos de aguas marinas costeras de la Provincia de Buenos Aires (Argentina) asociados a algas toxígenas (marzo de 2008-marzo de 2013). Boletín de la Sociedad Argentina de Bo					
02dc6c3d-1d7b-4937-a76e-58c7b13c156c	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-01-15		-44.7166	-74.2456	Izaza area - King Channel			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
3428259c-57c6-4a81-914d-88d45c65c905	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-02-23		-45.15	-73.3228	Ester Island	5	5	1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
1d02b925-286a-4393-ad16-b8f98e879c27	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-05-04		-44.5333	-73.6743	Cuptana			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
4fe9e3a2-9879-4059-b7fe-eb3bccef3268	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-05-04		-44.55	-73.15	Canalad			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
e4d7f838-5a95-4a01-989b-34f3ebe9462e	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-05-04		-45.6	-74.1357	Angostura			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
5542e77c-da21-412d-9e5e-b27a95ce17a1	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-05-04		-45.75	-74.5615	Allan			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
4257bd77-01e4-446b-8d16-609aaa28e104	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-05-17		-43.2166	-73.6372	Laitec			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
f2760239-521c-46ae-aac9-558f1e0618b4	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-07-06		-42.6333	-73.6633	Lincay			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
24a1f60e-1a29-4bbd-83c9-b53fb88bccee	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-07-06		-42.3873	-73.5548	Huyar			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249				
293abc66-852e-4619-921a-ef52e39a0115	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-10-30		-41.845	-73.894	Faro Corona, Chiloe			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Northward and westward expasion of species distribution range in Chile. First records of the species in SE Pacific coastal oceanic waters off Chiloé Island	
d959e46e-b68d-439e-a162-e407cba2f9ad	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-11-03		41.8532	-73.9819	Mar Brava, Chiloe			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Northward and westward expasion of species distribution range in Chile. First records of the species in SE Pacific coastal oceanic waters off Chiloé Island	
10a5486e-af27-4b95-a376-2ad0f2932db4	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-11-04		-41.6198	-74.1193	Cucao, Chiloe			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Westward expansion of the species distribution range in Chile. First records of the species in SE Pacific coastal oceanic waters off Chiloe Island	
b1482597-1937-4674-8413-a124193fd587	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-11-04		-41.7333	-73.1026	Punta Bonita, Calbuco			1000	HumanObservation	present	1 - good	Mardones J., Clément A., Rojas X. & Aparicio. 2010. C. Alexandrium catenella during 2009 in Chilean waters, and recent expansion to coastal ocean. Harmful Algae News 41: 8-9.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Northward expasion of species distribution range in Chile	
7006174e-20cb-44cb-9bac-57ffb8c92188	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-03-01		-43.16666	-73.5333	Cailin Island, Los Lagos Region, Chile PFB38			50	HumanObservation	present	1 - good	Aguilera-Belmonte A., Inostroza I. Franco J.M., Riobó P.& Gómez P. 2011 The growth, toxicity and genetic characterization of seven strains of Alexandrium catenella (Whedon and Kofoid) Balech 1985 (Dinophyceae) isolated during the 2009 summer outbreak in southern Chile. Harmful Algae 12: 105-112.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Toxicity and genetic characterization of seven strains of Alexandrium catenella	
594738c6-fcfc-48f1-a4a7-282f73d0a272	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-03-01		-43.3666	-73.9666	Asasao Bay Los Lagos Region, Chile PFB39			50	HumanObservation	present	1 - good	Aguilera-Belmonte A., Inostroza I. Franco J.M., Riobó P.& Gómez P. 2011 The growth, toxicity and genetic characterization of seven strains of Alexandrium catenella (Whedon and Kofoid) Balech 1985 (Dinophyceae) isolated during the 2009 summer outbreak in southern Chile. Harmful Algae 12: 105-112.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Toxicity and genetic characterization of seven strains of Alexandrium catenella	
13610c13-7561-46bc-a026-2563b9044b51	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-03-01		-43.3833	-73.75	San Pedro Island, Los Lagos Region, Chile PFB36			50	HumanObservation	present	1 - good	Aguilera-Belmonte A., Inostroza I. Franco J.M., Riobó P.& Gómez P. 2011 The growth, toxicity and genetic characterization of seven strains of Alexandrium catenella (Whedon and Kofoid) Balech 1985 (Dinophyceae) isolated during the 2009 summer outbreak in southern Chile. Harmful Algae 12: 105-112.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Toxicity and genetic characterization of seven strains of Alexandrium catenella	
34e8973d-de05-4cb1-a7f8-04d779238788	Alexandrium catenella	urn:lsid:marinespecies.org:taxname:231873	2009-03-01		-44.8333	-73.9833	Jorge Island, Aysen Region, Chile  PFB42			50	HumanObservation	present	1 - good	Aguilera-Belmonte A., Inostroza I. Franco J.M., Riobó P.& Gómez P. 2011 The growth, toxicity and genetic characterization of seven strains of Alexandrium catenella (Whedon and Kofoid) Balech 1985 (Dinophyceae) isolated during the 2009 summer outbreak in southern Chile. Harmful Algae 12: 105-112.	Mardones J.I., Bolch C., Guzman L., Paredes J., Varela D. & Hallegraeff G.M. 2016. Role of resting cysts in Chilean Alexandrium catenella dinoflagellate blooms revisited. Harmful Algae 55: 238–249			Toxicity and genetic characterization of seven strains of Alexandrium catenella	
